clean,watermarked,wm_method,instrument,si_snr_clean,si_snr_watermarked,delta_si_snr,snr,lsd,pesq,stoi
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0007/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0007/2_watermarked.wav,SemanticCluster,speech,105.49556,39.627136,-65.86842,39.62761,7.649665832519531,3.732959747314453,0.9991378831806114
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0008/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0008/2_watermarked.wav,SemanticCluster,speech,104.30421,39.126163,-65.17804,39.126648,6.305561542510986,3.853809118270874,0.9994096206319145
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0009/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0009/2_watermarked.wav,SemanticCluster,speech,104.420715,39.752453,-64.66826,39.752766,5.8629961013793945,3.889279365539551,0.9997747633361932
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0010/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0010/2_watermarked.wav,SemanticCluster,speech,103.912125,39.16196,-64.75017,39.162327,6.732811450958252,3.6622507572174072,0.9992915435227093
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0011/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0011/2_watermarked.wav,SemanticCluster,speech,102.39676,39.229656,-63.167103,39.230156,6.258071422576904,3.7667112350463867,0.9994408447330264
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0012/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0012/2_watermarked.wav,SemanticCluster,speech,100.63712,39.593193,-61.04393,39.593502,6.733467102050781,3.7534501552581787,0.9955010990842745
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0013/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0013/2_watermarked.wav,SemanticCluster,speech,104.158356,39.73825,-64.420105,39.738667,6.652388095855713,3.7045533657073975,0.9996036330039574
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0014/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0014/2_watermarked.wav,SemanticCluster,speech,103.274956,39.41022,-63.864735,39.41072,6.83366584777832,3.826140880584717,0.9997002452872873
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0015/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0015/2_watermarked.wav,SemanticCluster,speech,101.6868,39.560547,-62.12625,39.560772,6.386868476867676,3.971473455429077,0.998413565352523
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0016/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0016/2_watermarked.wav,SemanticCluster,speech,103.144516,39.822533,-63.321983,39.822987,6.544004917144775,3.7823398113250732,0.9998558938308479
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0017/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0017/2_watermarked.wav,SemanticCluster,speech,103.92961,39.35739,-64.57222,39.35774,7.491153240203857,3.720701217651367,0.9997666911091865
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0018/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0018/2_watermarked.wav,SemanticCluster,speech,106.164276,39.84118,-66.3231,39.841568,7.334950923919678,3.535362482070923,0.998937679717364
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0019/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0019/2_watermarked.wav,SemanticCluster,speech,104.24632,39.772903,-64.47342,39.77334,7.421008586883545,3.5386974811553955,0.9997597487316208
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0020/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0020/2_watermarked.wav,SemanticCluster,speech,104.90281,39.74956,-65.153244,39.749893,6.99277925491333,3.6477174758911133,0.9991602671404008
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0021/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0021/2_watermarked.wav,SemanticCluster,speech,103.17244,39.83877,-63.333668,39.83917,7.958622932434082,3.4319660663604736,0.9998495394520482
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0022/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0022/2_watermarked.wav,SemanticCluster,speech,104.029625,39.86167,-64.16795,39.862114,6.805528163909912,3.7416927814483643,0.9995094353821277
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0023/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0023/2_watermarked.wav,SemanticCluster,speech,103.038445,40.50528,-62.533165,40.505493,5.962868690490723,4.036787986755371,0.9998614654637493
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0024/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0024/2_watermarked.wav,SemanticCluster,speech,105.431656,39.617336,-65.814316,39.617775,7.0137481689453125,3.666743516921997,0.9995413459421524
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0025/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0025/2_watermarked.wav,SemanticCluster,speech,101.83617,39.25742,-62.578747,39.257824,7.163136005401611,3.7772138118743896,0.9992048419052579
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0026/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0026/2_watermarked.wav,SemanticCluster,speech,104.398994,39.613262,-64.785736,39.61373,7.200165271759033,3.6663193702697754,0.9997944140375328
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0027/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0027/2_watermarked.wav,SemanticCluster,speech,102.284836,40.071175,-62.21366,40.071075,6.2696404457092285,3.8193864822387695,0.9992362628163171
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0028/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0028/2_watermarked.wav,SemanticCluster,speech,103.32508,39.739872,-63.58521,39.740322,7.066169261932373,3.812178373336792,0.9997944128929841
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0029/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0029/2_watermarked.wav,SemanticCluster,speech,97.77716,40.895176,-56.881985,40.895393,5.897019863128662,4.067805767059326,0.9966640228597881
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0030/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0030/2_watermarked.wav,SemanticCluster,speech,102.576645,40.190693,-62.385952,40.1911,6.607952117919922,3.8503496646881104,0.9988874896998359
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0031/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0031/2_watermarked.wav,SemanticCluster,speech,100.67583,39.936947,-60.73888,39.937366,7.270287990570068,3.8016045093536377,0.999252480624838
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0032/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0032/2_watermarked.wav,SemanticCluster,speech,102.194916,39.92984,-62.265076,39.9302,5.694687843322754,4.001682281494141,0.9987733460393834
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0033/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0033/2_watermarked.wav,SemanticCluster,speech,101.74332,40.732918,-61.0104,40.73324,9.507002830505371,3.3433802127838135,0.9999145578556086
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0034/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0034/2_watermarked.wav,SemanticCluster,speech,101.993904,39.47176,-62.522144,39.472233,8.64380931854248,3.3665707111358643,0.9997004939915526
